ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20180918,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,06001,Alameda County,CA,57.94,42.06,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,06001,Alameda County,CA,58.41,41.59,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,06001,Alameda County,CA,58.41,41.59,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,06001,Alameda County,CA,58.41,41.59,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,06001,Alameda County,CA,58.41,41.59,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,06001,Alameda County,CA,58.49,41.51,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,06001,Alameda County,CA,57.67,42.33,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,06001,Alameda County,CA,55.09,44.91,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,06001,Alameda County,CA,18.13,78.36,3.51,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,06001,Alameda County,CA,18.13,78.36,3.51,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,06001,Alameda County,CA,0.00,5.86,32.27,61.86,0.00,0.00,2017-01-03,2017-01-09,2
20161227,06001,Alameda County,CA,0.00,5.86,32.27,61.86,0.00,0.00,2016-12-27,2017-01-02,2
20161220,06001,Alameda County,CA,0.00,5.86,32.27,61.86,0.00,0.00,2016-12-20,2016-12-26,2
20161213,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-12-13,2016-12-19,2
20161206,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-12-06,2016-12-12,2
20161129,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-11-29,2016-12-05,2
20161122,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-11-22,2016-11-28,2
20161115,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-11-15,2016-11-21,2
20161108,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-11-08,2016-11-14,2
20161101,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-11-01,2016-11-07,2
20161025,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-10-25,2016-10-31,2
20161018,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-10-18,2016-10-24,2
20161011,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-10-11,2016-10-17,2
20161004,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-10-04,2016-10-10,2
20160927,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-09-27,2016-10-03,2
20160920,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-09-20,2016-09-26,2
20160913,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-09-13,2016-09-19,2
20160906,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-09-06,2016-09-12,2
20160830,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-08-30,2016-09-05,2
20160823,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-08-23,2016-08-29,2
20160816,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-08-16,2016-08-22,2
20160809,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-08-09,2016-08-15,2
20160802,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-08-02,2016-08-08,2
20160726,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-07-26,2016-08-01,2
20160719,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-07-19,2016-07-25,2
20160712,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-07-12,2016-07-18,2
20160705,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-07-05,2016-07-11,2
20160628,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-06-28,2016-07-04,2
20160621,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-06-21,2016-06-27,2
20160614,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-06-14,2016-06-20,2
20160607,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-06-07,2016-06-13,2
20160531,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-05-31,2016-06-06,2
20160524,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-05-24,2016-05-30,2
20160517,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-05-17,2016-05-23,2
20160510,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-05-10,2016-05-16,2
20160503,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-05-03,2016-05-09,2
20160426,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-04-26,2016-05-02,2
20160419,06001,Alameda County,CA,0.00,0.00,17.58,37.60,44.83,0.00,2016-04-19,2016-04-25,2
20160412,06001,Alameda County,CA,0.00,0.00,17.58,37.60,28.45,16.37,2016-04-12,2016-04-18,2
20160405,06001,Alameda County,CA,0.00,0.00,17.58,37.60,28.45,16.37,2016-04-05,2016-04-11,2
20160329,06001,Alameda County,CA,0.00,0.00,17.58,37.60,24.01,20.82,2016-03-29,2016-04-04,2
20160322,06001,Alameda County,CA,0.00,0.00,17.58,37.60,24.01,20.82,2016-03-22,2016-03-28,2
20160315,06001,Alameda County,CA,0.00,0.00,17.58,37.60,24.01,20.82,2016-03-15,2016-03-21,2
20160308,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-03-08,2016-03-14,2
20160301,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-03-01,2016-03-07,2
20160223,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-02-23,2016-02-29,2
20160216,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-02-16,2016-02-22,2
20160209,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-02-09,2016-02-15,2
20160202,06001,Alameda County,CA,0.00,0.00,0.00,1.54,77.64,20.82,2016-02-02,2016-02-08,2
20160126,06001,Alameda County,CA,0.00,0.00,0.00,0.07,80.97,18.96,2016-01-26,2016-02-01,2
20160119,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2016-01-19,2016-01-25,2
20160112,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2016-01-12,2016-01-18,2
20160105,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2016-01-05,2016-01-11,2
20151229,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-12-29,2016-01-04,2
20151222,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-12-22,2015-12-28,2
20151215,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-12-15,2015-12-21,2
20151208,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-12-08,2015-12-14,2
20151201,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-12-01,2015-12-07,2
20151124,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-11-24,2015-11-30,2
20151117,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-11-17,2015-11-23,2
20151110,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-11-10,2015-11-16,2
20151103,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-11-03,2015-11-09,2
20151027,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-10-27,2015-11-02,2
20151020,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-10-20,2015-10-26,2
20151013,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-10-13,2015-10-19,2
20151006,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-10-06,2015-10-12,2
20150929,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-09-29,2015-10-05,2
20150922,06001,Alameda County,CA,0.00,0.00,0.00,0.00,81.04,18.96,2015-09-22,2015-09-28,2
20180918,06003,Alpine County,CA,31.64,68.36,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,06003,Alpine County,CA,31.64,68.36,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,06003,Alpine County,CA,31.64,68.36,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,06003,Alpine County,CA,31.64,68.36,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,06003,Alpine County,CA,31.64,68.36,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,06003,Alpine County,CA,32.18,67.82,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,06003,Alpine County,CA,32.18,67.82,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,06003,Alpine County,CA,32.18,67.82,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,06003,Alpine County,CA,30.23,69.77,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,06003,Alpine County,CA,30.23,69.77,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,06003,Alpine County,CA,30.23,69.77,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,06003,Alpine County,CA,30.23,69.77,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,06003,Alpine County,CA,31.13,68.87,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,06003,Alpine County,CA,36.45,63.55,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,06003,Alpine County,CA,36.44,63.56,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,06003,Alpine County,CA,0.00,37.93,62.07,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,06003,Alpine County,CA,0.00,37.93,62.07,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,06003,Alpine County,CA,0.00,37.93,62.07,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,06003,Alpine County,CA,0.00,37.93,62.07,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,06003,Alpine County,CA,0.00,37.93,62.07,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,06003,Alpine County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,06003,Alpine County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,06003,Alpine County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,06003,Alpine County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,06003,Alpine County,CA,94.41,5.59,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,06003,Alpine County,CA,8.54,83.52,7.94,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,06003,Alpine County,CA,0.00,0.00,8.69,91.31,0.00,0.00,2017-01-03,2017-01-09,2
20161227,06003,Alpine County,CA,0.00,0.00,8.69,91.31,0.00,0.00,2016-12-27,2017-01-02,2
20161220,06003,Alpine County,CA,0.00,0.00,8.69,90.28,1.03,0.00,2016-12-20,2016-12-26,2
